date,commodity,expiry,strike,call_put,settle_price,volume,open_interest,oi_change,delta,implied_vol_pct,black76_price,futures_price,underlying_fut,dte,time_to_expiry_yrs
2026-04-02,KC,JUL26,240.0000,P,2.4500,275,858,180,0.1041,36.5600,2.5544,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,242.5000,P,2.8000,10,10,5,0.1161,36.0800,2.8000,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,245.0000,P,3.1800,0,2030,0,0.1290,36.0300,3.1800,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,247.5000,P,3.6100,0,32,0,0.1428,36.0200,3.6100,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,250.0000,P,4.0700,101,4411,-100,0.1574,35.9800,4.0700,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,252.5000,P,4.5800,0,3,0,0.1729,35.9600,4.5800,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,255.0000,P,5.1400,1,257,1,0.1892,35.9500,5.1400,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,257.5000,P,5.7500,0,21,0,0.2062,35.9500,5.7500,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,260.0000,C,35.6500,0,21,0,0.7793,36.0700,35.5968,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,260.0000,P,6.4000,0,795,0,0.2240,36.0700,6.4530,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,265.0000,P,7.8700,0,1013,0,0.2616,35.9400,7.8700,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,270.0000,C,28.8600,0,50,0,0.7001,36.0500,28.8255,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,270.0000,P,9.5600,57,2225,-48,0.3015,36.0500,9.5945,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,272.5000,P,10.4900,0,4,0,0.3222,35.9900,10.4900,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,275.0000,P,11.4800,0,989,0,0.3432,36.0300,11.4800,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,277.5000,C,24.3600,0,125,0,0.6362,36.0900,24.3381,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,277.5000,P,12.5200,0,164,0,0.3645,36.0900,12.5419,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,280.0000,C,22.9700,0,438,0,0.6145,36.1100,22.9540,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,280.0000,P,13.6200,50,1905,-25,0.3860,36.1100,13.6360,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,282.5000,P,14.7700,0,12,0,0.4076,36.1000,14.7700,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,285.0000,C,20.3500,0,100,0,0.5707,36.1300,20.3458,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,285.0000,P,15.9800,0,295,0,0.4293,36.1300,15.9842,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,287.5000,P,17.2400,0,29,0,0.4511,36.1500,17.2400,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,290.0000,C,17.9600,0,93,0,0.5271,36.1600,17.9576,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,290.0000,P,18.5500,0,402,0,0.4728,36.1600,18.5524,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,292.5000,C,16.8400,0,30,0,0.5054,36.1800,16.8435,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,292.5000,P,19.9200,0,20,0,0.4943,36.1800,19.9165,289.4000,JUL26,71,0.1945
